# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1     391     0.08255    -0.16890    -0.03435    0.540862420   -0.121985630   -0.662848050
     1     391    -0.08255    -0.16890     0.03435    0.540862420   -0.141411211   -0.682273631
     1     391     0.08255    -0.12668     0.00082    0.556564011   -0.113582049   -0.670146060
     1     391    -0.08255    -0.12668    -0.00082    0.556564011   -0.116141808   -0.672705819
     1     391     0.08255    -0.12668     0.03599    0.561317863   -0.105099156   -0.666417019
     1     391    -0.08255    -0.12668    -0.03599    0.561317863   -0.102847488   -0.664165352
     1     391     0.08255    -0.12668    -0.06952    0.559465303   -0.081246290   -0.640711593
     1     391    -0.08255    -0.12668     0.06952    0.559465303   -0.079541414   -0.639006717
     1     391     0.08255    -0.12668    -0.03435    0.554807787   -0.109788854   -0.664596641
     1     391    -0.08255    -0.12668     0.03435    0.554807787   -0.112833220   -0.667641008
     1     391     0.08255    -0.08445     0.00082    0.535062350   -0.103560145   -0.638622494
     1     391    -0.08255    -0.08445    -0.00082    0.535062350   -0.101308822   -0.636371172
     1     391     0.08255    -0.08445     0.03599    0.536146282   -0.095196813   -0.631343095
     1     391    -0.08255    -0.08445    -0.03599    0.536146282   -0.097766554   -0.633912836
     1     391     0.08255    -0.08445    -0.06952    0.532641262   -0.090291421   -0.622932683
     1     391    -0.08255    -0.08445     0.06952    0.532641262   -0.086399434   -0.619040696
     1     391     0.08255    -0.08445    -0.03435    0.531659468   -0.102116583   -0.633776051
     1     391    -0.08255    -0.08445     0.03435    0.531659468   -0.099510657   -0.631170125
     1     391     0.08255    -0.04223     0.00082    0.509962953   -0.099495074   -0.609458028
     1     391    -0.08255    -0.04223    -0.00082    0.509962953   -0.080496971   -0.590459924
     1     391     0.08255    -0.04223     0.03599    0.510078263   -0.083215176   -0.593293439
     1     391    -0.08255    -0.04223    -0.03599    0.510078263   -0.103566322   -0.613644585
     1     391     0.08255    -0.04223    -0.06952    0.506441277   -0.102080489   -0.608521766
     1     391    -0.08255    -0.04223     0.06952    0.506441277   -0.112638172   -0.619079449
     1     391     0.08255    -0.04223    -0.03435    0.506364967   -0.114347271   -0.620712238
     1     391    -0.08255    -0.04223     0.03435    0.506364967   -0.088164606   -0.594529572
     1     391     0.12383     0.00000     0.00124    0.556689296   -0.032385302   -0.589074598
     1     391    -0.12383     0.00000    -0.00124    0.556689296   -0.032385302   -0.589074598
     1     391     0.12383     0.00000     0.03641    0.558251136   -0.035192379   -0.593443515
     1     391    -0.12383     0.00000    -0.03641    0.558251136   -0.035192379   -0.593443515
     1     391     0.12383     0.00000    -0.06910    0.556323479   -0.052076778   -0.608400257
     1     391    -0.12383     0.00000     0.06910    0.556323479   -0.056110195   -0.612433674
     1     391     0.12383     0.00000    -0.03393    0.554790205   -0.039309678   -0.594099883
     1     391    -0.12383     0.00000     0.03393    0.554790205   -0.043283790   -0.598073995
     1     391     0.12383     0.04223     0.00124    0.562376799   -0.063739037   -0.626115836
     1     391    -0.12383     0.04223    -0.00124    0.562376799   -0.036441420   -0.598818220
     1     391     0.12383     0.04223     0.03641    0.564624747   -0.075578825   -0.640203571
     1     391    -0.12383     0.04223    -0.03641    0.564624747   -0.044339802   -0.608964548
     1     391     0.12383     0.04223    -0.06910    0.563159907   -0.063260397   -0.626420304
     1     391    -0.12383     0.04223     0.06910    0.563159907   -0.068819605   -0.631979512
     1     391     0.12383     0.04223    -0.03393    0.560894058   -0.040718044   -0.601612101
     1     391    -0.12383     0.04223     0.03393    0.560894058   -0.067542738   -0.628436796
     1     391     0.12383     0.08445     0.00124    0.559269391   -0.113454875   -0.672724265
     1     391    -0.12383     0.08445    -0.00124    0.559269391   -0.110725310   -0.669994701
     1     391     0.12383     0.08445     0.03641    0.562117238   -0.103494033   -0.665611271
     1     391    -0.12383     0.08445    -0.03641    0.562117238   -0.101272962   -0.663390201
     1     391     0.12383     0.08445    -0.06910    0.561784208   -0.088474607   -0.650258816
     1     391    -0.12383     0.08445     0.06910    0.561784208   -0.085713691   -0.647497899
     1     391     0.12383     0.08445    -0.03393    0.558874766   -0.107314379   -0.666189145
     1     391    -0.12383     0.08445     0.03393    0.558874766   -0.110212075   -0.669086841
     1     391     0.12383     0.12668     0.00124    0.550066685   -0.102554787   -0.652621472
     1     391    -0.12383     0.12668    -0.00124    0.550066685   -0.102193603   -0.652260288
     1     391     0.12383     0.12668     0.03641    0.551610501   -0.097837893   -0.649448394
     1     391    -0.12383     0.12668    -0.03641    0.551610501   -0.097466307   -0.649076808
     1     391     0.12383     0.12668    -0.06910    0.552473564   -0.089384139   -0.641857703
     1     391    -0.12383     0.12668     0.06910    0.552473564   -0.092271518   -0.644745082
     1     391     0.12383     0.12668    -0.03393    0.550859702   -0.100528906   -0.651388608
     1     391    -0.12383     0.12668     0.03393    0.550859702   -0.100630881   -0.651490583
     1     391     0.12383     0.16890     0.00124    0.546322552   -0.100973405   -0.647295958
     1     391    -0.12383     0.16890    -0.00124    0.546322552   -0.104204638   -0.650527191
     1     391     0.12383     0.16890     0.03641    0.548121229   -0.102304877   -0.650426106
     1     391    -0.12383     0.16890    -0.03641    0.548121229   -0.103977378   -0.652098607
     1     391     0.12383     0.16890    -0.06910    0.547819521   -0.099427729   -0.647247250
     1     391    -0.12383     0.16890     0.06910    0.547819521   -0.103259426   -0.651078947
     1     391     0.12383     0.16890    -0.03393    0.546027411   -0.103121949   -0.649149359
     1     391    -0.12383     0.16890     0.03393    0.546027411   -0.099637380   -0.645664791
     1     391     0.12383     0.21113     0.00124    0.540145335   -0.120438723   -0.660584057
     1     391    -0.12383     0.21113    -0.00124    0.540145335   -0.120439789   -0.660585124
     1     391     0.12383     0.21113     0.03641    0.541895775   -0.116819287   -0.658715061
     1     391    -0.12383     0.21113    -0.03641    0.541895775   -0.116820727   -0.658716502
     1     391     0.12383     0.21113    -0.06910    0.542614022   -0.113477230   -0.656091252
     1     391    -0.12383     0.21113     0.06910    0.542614022   -0.112315434   -0.654929456
     1     391     0.12383     0.21113    -0.03393    0.540856549   -0.119228535   -0.660085083
     1     391    -0.12383     0.21113     0.03393    0.540856549   -0.117624538   -0.658481087
     1     391     0.12383    -0.16890     0.00124    0.546319294   -0.104213554   -0.650532848
     1     391    -0.12383    -0.16890    -0.00124    0.546319294   -0.100966933   -0.647286227
     1     391     0.12383    -0.16890     0.03641    0.548118008   -0.103984120   -0.652102128
     1     391    -0.12383    -0.16890    -0.03641    0.548118008   -0.102304025   -0.650422033
     1     391     0.12383    -0.16890    -0.06910    0.547816242   -0.103261146   -0.651077388
     1     391    -0.12383    -0.16890     0.06910    0.547816242   -0.099437282   -0.647253523
     1     391     0.12383    -0.16890    -0.03393    0.546024097   -0.099638080   -0.645662177
     1     391    -0.12383    -0.16890     0.03393    0.546024097   -0.103142969   -0.649167066
     1     391     0.12383    -0.12668     0.00124    0.550049826   -0.101877861   -0.651927688
     1     391    -0.12383    -0.12668    -0.00124    0.550049826   -0.102247000   -0.652296826
     1     391     0.12383    -0.12668     0.03641    0.551593317   -0.097157508   -0.648750825
     1     391    -0.12383    -0.12668    -0.03641    0.551593317   -0.097546622   -0.649139940
     1     391     0.12383    -0.12668    -0.06910    0.552456160   -0.089732683   -0.642188843
     1     391    -0.12383    -0.12668     0.06910    0.552456160   -0.093928735   -0.646384894
     1     391     0.12383    -0.12668    -0.03393    0.550842658   -0.100324638   -0.651167296
     1     391    -0.12383    -0.12668     0.03393    0.550842658   -0.100205610   -0.651048268
     1     391     0.12383    -0.08445     0.00124    0.559254453   -0.110423055   -0.669677508
     1     391    -0.12383    -0.08445    -0.00124    0.559254453   -0.113145042   -0.672399496
     1     391     0.12383    -0.08445     0.03641    0.562101742   -0.100988122   -0.663089863
     1     391    -0.12383    -0.08445    -0.03641    0.562101742   -0.103191525   -0.665293267
     1     391     0.12383    -0.08445    -0.06910    0.561768689   -0.088927255   -0.650695944
     1     391    -0.12383    -0.08445     0.06910    0.561768689   -0.086556188   -0.648324877
     1     391     0.12383    -0.08445    -0.03393    0.558859853   -0.109892991   -0.668752844
     1     391    -0.12383    -0.08445     0.03393    0.558859853   -0.107011186   -0.665871039
     1     391     0.12383    -0.04223     0.00124    0.562372369   -0.036434933   -0.598807303
     1     391    -0.12383    -0.04223    -0.00124    0.562372369   -0.063582317   -0.625954686
     1     391     0.12383    -0.04223     0.03641    0.564620732   -0.044317845   -0.608938577
     1     391    -0.12383    -0.04223    -0.03641    0.564620732   -0.075330771   -0.639951503
     1     391     0.12383    -0.04223    -0.06910    0.563155896   -0.068613272   -0.631769168
     1     391    -0.12383    -0.04223     0.06910    0.563155896   -0.063209753   -0.626365650
     1     391     0.12383    -0.04223    -0.03393    0.560889630   -0.067352808   -0.628242438
     1     391    -0.12383    -0.04223     0.03393    0.560889630   -0.040697434   -0.601587064
     1     391     0.16511     0.00000     0.00165    0.589210353   -0.076898790   -0.666109143
     1     391    -0.16511     0.00000    -0.00165    0.589210353   -0.076898772   -0.666109125
     1     391     0.16511     0.00000     0.03682    0.585053515   -0.095506356   -0.680559872
     1     391    -0.16511     0.00000    -0.03682    0.585053515   -0.095490891   -0.680544406
     1     391     0.16511     0.00000    -0.06869    0.586258278   -0.091853023   -0.678111301
     1     391    -0.16511     0.00000     0.06869    0.586258278   -0.091853007   -0.678111285
     1     391     0.16511     0.00000    -0.03352    0.589801365   -0.071282740   -0.661084106
     1     391    -0.16511     0.00000     0.03352    0.589801365   -0.071282723   -0.661084089
     1     391     0.16511     0.04223     0.00165    0.567875462   -0.116056741   -0.683932203
     1     391    -0.16511     0.04223    -0.00165    0.567875462   -0.083759943   -0.651635405
     1     391     0.16511     0.04223     0.03682    0.567433720   -0.108748907   -0.676182627
     1     391    -0.16511     0.04223    -0.03682    0.567433720   -0.120103975   -0.687537695
     1     391     0.16511     0.04223    -0.06869    0.567596937   -0.086174411   -0.653771349
     1     391    -0.16511     0.04223     0.06869    0.567596937   -0.114498755   -0.682095692
     1     391     0.16511     0.04223    -0.03352    0.568001595   -0.106364974   -0.674366568
     1     391    -0.16511     0.04223     0.03352    0.568001595   -0.088061562   -0.656063157
     1     391     0.16511     0.08445     0.00165    0.549078764   -0.122639809   -0.671718572
     1     391    -0.16511     0.08445    -0.00165    0.549078764   -0.109393100   -0.658471863
     1     391     0.16511     0.08445     0.03682    0.550077919   -0.108010059   -0.658087978
     1     391    -0.16511     0.08445    -0.03682    0.550077919   -0.109804455   -0.659882374
     1     391     0.16511     0.08445    -0.06869    0.549971975   -0.112880236   -0.662852211
     1     391    -0.16511     0.08445     0.06869    0.549971975   -0.128312391   -0.678284366
     1     391     0.16511     0.08445    -0.03352    0.548953026   -0.127930472   -0.676883498
     1     391    -0.16511     0.08445     0.03352    0.548953026   -0.122562328   -0.671515354
     1     391     0.16511     0.12668     0.00165    0.552680933   -0.092264194   -0.644945126
     1     391    -0.16511     0.12668    -0.00165    0.552680933   -0.095805762   -0.648486695
     1     391     0.16511     0.12668     0.03682    0.554133514   -0.092394976   -0.646528491
     1     391    -0.16511     0.12668    -0.03682    0.554133514   -0.090476041   -0.644609556
     1     391     0.16511     0.12668    -0.06869    0.553770593   -0.096151996   -0.649922590
     1     391    -0.16511     0.12668     0.06869    0.553770593   -0.094090705   -0.647861298
     1     391     0.16511     0.12668    -0.03352    0.552326211   -0.093790601   -0.646116812
     1     391    -0.16511     0.12668     0.03352    0.552326211   -0.093846260   -0.646172471
     1     391     0.16511     0.16890     0.00165    0.568541627   -0.060287912   -0.628829539
     1     391    -0.16511     0.16890    -0.00165    0.568541627    0.025619387   -0.542922240
     1     391     0.16511     0.16890     0.03682    0.570273220    0.035780203   -0.534493017
     1     391    -0.16511     0.16890    -0.03682    0.570273220    0.006848233   -0.563424987
     1     391     0.16511     0.16890    -0.06869    0.569989054    0.019984882   -0.550004172
     1     391    -0.16511     0.16890     0.06869    0.569989054   -0.065959631   -0.635948685
     1     391     0.16511     0.16890    -0.03352    0.568259507   -0.048002985   -0.616262492
     1     391    -0.16511     0.16890     0.03352    0.568259507    0.013483566   -0.554775940
     1     391     0.16511     0.21113     0.00165    0.567406066    0.027012982   -0.540393085
     1     391    -0.16511     0.21113    -0.00165    0.567406066    0.027012480   -0.540393586
     1     391     0.16511     0.21113     0.03682    0.568875112    0.059150004   -0.509725108
     1     391    -0.16511     0.21113    -0.03682    0.568875112    0.059148276   -0.509726835
     1     391     0.16511     0.21113    -0.06869    0.569376566    0.012336277   -0.557040290
     1     391    -0.16511     0.21113     0.06869    0.569376566    0.012342466   -0.557034100
     1     391     0.16511     0.21113    -0.03352    0.567901831   -0.007809382   -0.575711212
     1     391    -0.16511     0.21113     0.03352    0.567901831   -0.007812282   -0.575714112
     1     391     0.16511    -0.16890     0.00165    0.568540023    0.025585986   -0.542954038
     1     391    -0.16511    -0.16890    -0.00165    0.568540023   -0.060153028   -0.628693051
     1     391     0.16511    -0.16890     0.03682    0.570271777    0.006894981   -0.563376796
     1     391    -0.16511    -0.16890    -0.03682    0.570271777    0.035761068   -0.534510709
     1     391     0.16511    -0.16890    -0.06869    0.569987533   -0.065827015   -0.635814548
     1     391    -0.16511    -0.16890     0.06869    0.569987533    0.019957936   -0.550029597
     1     391     0.16511    -0.16890    -0.03352    0.568257829    0.013532606   -0.554725222
     1     391    -0.16511    -0.16890     0.03352    0.568257829   -0.047884137   -0.616141966
     1     391     0.16511    -0.12668     0.00165    0.552678680   -0.095705284   -0.648383964
     1     391    -0.16511    -0.12668    -0.00165    0.552678680   -0.092085300   -0.644763980
     1     391     0.16511    -0.12668     0.03682    0.554131274   -0.090322919   -0.644454193
     1     391    -0.16511    -0.12668    -0.03682    0.554131274   -0.092236326   -0.646367600
     1     391     0.16511    -0.12668    -0.06869    0.553768295   -0.093937543   -0.647705838
     1     391    -0.16511    -0.12668     0.06869    0.553768295   -0.096131987   -0.649900282
     1     391     0.16511    -0.12668    -0.03352    0.552323905   -0.093825788   -0.646149693
     1     391    -0.16511    -0.12668     0.03352    0.552323905   -0.093730451   -0.646054356
     1     391     0.16511    -0.08445     0.00165    0.549075037   -0.109243128   -0.658318165
     1     391    -0.16511    -0.08445    -0.00165    0.549075037   -0.122568181   -0.671643218
     1     391     0.16511    -0.08445     0.03682    0.550074100   -0.109661781   -0.659735880
     1     391    -0.16511    -0.08445    -0.03682    0.550074100   -0.107994569   -0.658068669
     1     391     0.16511    -0.08445    -0.06869    0.549967885   -0.128259722   -0.678227607
     1     391    -0.16511    -0.08445     0.06869    0.549967885   -0.112811355   -0.662779240
     1     391     0.16511    -0.08445    -0.03352    0.548949029   -0.122478485   -0.671427514
     1     391    -0.16511    -0.08445     0.03352    0.548949029   -0.127882742   -0.676831771
     1     391     0.16511    -0.04223     0.00165    0.567858345   -0.083686411   -0.651544756
     1     391    -0.16511    -0.04223    -0.00165    0.567858345   -0.115973896   -0.683832241
     1     391     0.16511    -0.04223     0.03682    0.567417225   -0.120072258   -0.687489483
     1     391    -0.16511    -0.04223    -0.03682    0.567417225   -0.108724081   -0.676141306
     1     391     0.16511    -0.04223    -0.06869    0.567580312   -0.114444793   -0.682025105
     1     391    -0.16511    -0.04223     0.06869    0.567580312   -0.086096467   -0.653676779
     1     391     0.16511    -0.04223    -0.03352    0.567984378   -0.087998038   -0.655982416
     1     391    -0.16511    -0.04223     0.03352    0.567984378   -0.106342093   -0.674326471
     1     391     0.20638     0.00000     0.00206    0.568995008   -0.139944541   -0.708939549
     1     391    -0.20638     0.00000     0.03311    0.565793321   -0.142593815   -0.708387136
     1     391     0.20638     0.00000    -0.03311    0.565793321   -0.142593795   -0.708387116
     1     391    -0.20638     0.00000     0.06828    0.565902381   -0.133249581   -0.699151962
     1     391     0.20638     0.04223     0.00206    0.558208122   -0.126968953   -0.685177075
     1     391    -0.20638     0.04223     0.03311    0.556082400   -0.119220587   -0.675302987
     1     391     0.20638     0.04223    -0.03311    0.556082400   -0.138134322   -0.694216722
     1     391    -0.20638     0.04223     0.06828    0.556590879   -0.120353020   -0.676943899
     1     391     0.20638     0.08445     0.00206    0.543181675   -0.114124139   -0.657305813
     1     391    -0.20638     0.08445     0.03311    0.542165093   -0.114772987   -0.656938080
     1     391     0.20638     0.08445    -0.03311    0.542165093   -0.115185088   -0.657350180
     1     391    -0.20638     0.08445     0.06828    0.542977731   -0.112301238   -0.655278969
     1     391     0.20638     0.12668     0.00206    0.544092145   -0.109445576   -0.653537721
     1     391    -0.20638     0.12668     0.03311    0.543772103   -0.108351791   -0.652123894
     1     391     0.20638     0.12668    -0.03311    0.543772103   -0.109533415   -0.653305518
     1     391     0.20638     0.12668    -0.06828    0.544904142   -0.105857395   -0.650761537
     1     391     0.20638     0.16890     0.00206    0.569178281    0.031988194   -0.537190087
     1     391    -0.20638     0.16890     0.03311    0.569779897    0.068170797   -0.501609100
     1     391     0.20638     0.16890    -0.03311    0.569779897    0.001435484   -0.568344413
     1     391    -0.20638     0.16890     0.06828    0.571002029    0.008974516   -0.562027513
     1     391     0.20638     0.21113     0.00206    0.581217513    0.109173566   -0.472043947
     1     391    -0.20638     0.21113     0.03311    0.582359318    0.107475143   -0.474884175
     1     391     0.20638     0.21113    -0.03311    0.582359318    0.107474927   -0.474884391
     1     391    -0.20638     0.21113     0.06828    0.582963955    0.100444237   -0.482519718
     1     391     0.20638    -0.16890     0.00206    0.569178281    0.032066514   -0.537111766
     1     391    -0.20638    -0.16890     0.03311    0.569777828    0.001571840   -0.568205988
     1     391     0.20638    -0.16890    -0.03311    0.569777828    0.068198260   -0.501579568
     1     391    -0.20638    -0.16890     0.06828    0.571002029    0.024934911   -0.546067118
     1     391     0.20638    -0.12668     0.00206    0.544092145   -0.109262723   -0.653354868
     1     391    -0.20638    -0.12668     0.03311    0.543763092   -0.109358976   -0.653122067
     1     391     0.20638    -0.12668    -0.03311    0.543763092   -0.108178256   -0.651941347
     1     391     0.20638    -0.12668    -0.06828    0.544904142   -0.105815923   -0.650720065
     1     391     0.20638    -0.08445     0.00206    0.543181675   -0.113945000   -0.657126674
     1     391    -0.20638    -0.08445     0.03311    0.542151655   -0.115021743   -0.657173398
     1     391     0.20638    -0.08445    -0.03311    0.542151655   -0.114606608   -0.656758263
     1     391    -0.20638    -0.08445     0.06828    0.542977731   -0.113113240   -0.656090971
     1     391     0.20638    -0.04223     0.00206    0.558208122   -0.126912574   -0.685120696
     1     391    -0.20638    -0.04223     0.03311    0.556070037   -0.138124195   -0.694194232
     1     391     0.20638    -0.04223    -0.03311    0.556070037   -0.119129942   -0.675199979
     1     391    -0.20638    -0.04223     0.06828    0.556590879   -0.123789079   -0.680379958
     1     392     0.00000     0.00000     0.00000    0.455910831   -0.294581598   -0.750492429
     1     392     0.00000     0.00000     0.03517    0.456601479   -0.293838219   -0.750439697
     1     392     0.00000     0.00000    -0.03517    0.456601479   -0.293838217   -0.750439696
     1     392     0.00000     0.00000     0.07034    0.455649598   -0.294958538   -0.750608137
     1     392     0.00000     0.04223     0.00000    0.460001730   -0.284384914   -0.744386644
     1     392     0.00000     0.04223     0.03517    0.460472324   -0.279013144   -0.739485468
     1     392     0.00000     0.04223    -0.03517    0.460472324   -0.287178952   -0.747651276
     1     392     0.00000     0.04223     0.07034    0.460365449   -0.281659850   -0.742025299
     1     392     0.00000     0.08445     0.00000    0.476699358   -0.109442290   -0.586141648
     1     392     0.00000     0.08445     0.03517    0.474592807   -0.260183926   -0.734776734
     1     392     0.00000     0.08445    -0.03517    0.474592807   -0.260324752   -0.734917559
     1     392     0.00000     0.08445     0.07034    0.474958093   -0.256936700   -0.731894793
     1     392     0.00000     0.12668     0.00000    0.518503794   -0.066329375   -0.584833169
     1     392     0.00000     0.12668     0.03517    0.514628604   -0.070642055   -0.585270659
     1     392     0.00000     0.12668    -0.03517    0.514628604   -0.071126553   -0.585755157
     1     392     0.00000     0.12668     0.07034    0.510753266   -0.078299437   -0.589052703
     1     392     0.00000     0.16890     0.00000    0.581201828    0.011044627   -0.570157200
     1     392     0.00000     0.16890     0.03517    0.575535363   -0.006097998   -0.581633361
     1     392     0.00000     0.16890    -0.03517    0.575535363   -0.018107806   -0.593643169
     1     392     0.00000     0.16890     0.07034    0.570935878   -0.027181857   -0.598117735
     1     392     0.00000     0.21113     0.00000    0.563182665   -0.147532873   -0.710715538
     1     392     0.00000     0.21113     0.03517    0.563159202   -0.145753318   -0.708912520
     1     392     0.00000     0.21113    -0.03517    0.563159202   -0.145753352   -0.708912554
     1     392     0.00000     0.21113     0.07034    0.563193018   -0.140848847   -0.704041864
     1     392     0.00000    -0.16890     0.00000    0.581201828    0.011167649   -0.570034179
     1     392     0.00000    -0.16890     0.03517    0.575536983   -0.017919907   -0.593456890
     1     392     0.00000    -0.16890    -0.03517    0.575536983   -0.006057823   -0.581594806
     1     392     0.00000    -0.16890     0.07034    0.570935878   -0.027061695   -0.597997573
     1     392     0.00000    -0.12668     0.00000    0.518503794   -0.065913585   -0.584417379
     1     392     0.00000    -0.12668     0.03517    0.514628776   -0.070717246   -0.585346022
     1     392     0.00000    -0.12668    -0.03517    0.514628776   -0.070237370   -0.584866146
     1     392     0.00000    -0.12668     0.07034    0.510753266   -0.077906311   -0.588659577
     1     392     0.00000    -0.08445     0.00000    0.476699358   -0.109026356   -0.585725713
     1     392     0.00000    -0.08445     0.03517    0.474591982   -0.260344734   -0.734936716
     1     392     0.00000    -0.08445    -0.03517    0.474591982   -0.260204125   -0.734796107
     1     392     0.00000    -0.08445     0.07034    0.474958093   -0.256969630   -0.731927723
     1     392     0.00000    -0.04223     0.00000    0.460001730   -0.284396405   -0.744398136
     1     392     0.00000    -0.04223     0.03517    0.460470647   -0.287185986   -0.747656633
     1     392     0.00000    -0.04223    -0.03517    0.460470647   -0.279044155   -0.739514801
     1     392     0.00000    -0.04223     0.07034    0.460365449   -0.281673954   -0.742039403
     1     392     0.04128     0.00000     0.00041    0.464722705   -0.281400046   -0.746122751
     1     392    -0.04128     0.00000    -0.00041    0.464722705   -0.281400045   -0.746122750
     1     392     0.04128     0.00000     0.03558    0.465212518   -0.278628756   -0.743841274
     1     392    -0.04128     0.00000    -0.03558    0.465212518   -0.278628756   -0.743841274
     1     392     0.04128     0.00000    -0.06993    0.464172352   -0.280793497   -0.744965848
     1     392    -0.04128     0.00000     0.06993    0.464172352   -0.280793496   -0.744965848
     1     392     0.04128     0.00000    -0.03476    0.463666900   -0.284791201   -0.748458101
     1     392    -0.04128     0.00000     0.03476    0.463666900   -0.284742688   -0.748409588
     1     392     0.04128     0.04223     0.00041    0.470740685   -0.263725937   -0.734466622
     1     392    -0.04128     0.04223    -0.00041    0.470740685   -0.259031794   -0.729772479
     1     392     0.04128     0.04223     0.03558    0.471327810   -0.263713553   -0.735041363
     1     392    -0.04128     0.04223    -0.03558    0.471327810   -0.269983458   -0.741311268
     1     392     0.04128     0.04223    -0.06993    0.470409849   -0.263949526   -0.734359375
     1     392    -0.04128     0.04223     0.06993    0.470409849   -0.260463559   -0.730873408
     1     392     0.04128     0.04223    -0.03476    0.469821283   -0.269142604   -0.738963887
     1     392    -0.04128     0.04223     0.03476    0.469821283   -0.271677207   -0.741498490
     1     392     0.04128     0.08445     0.00041    0.494504032   -0.097703875   -0.592207907
     1     392    -0.04128     0.08445    -0.00041    0.494504032   -0.111251902   -0.605755935
     1     392     0.04128     0.08445     0.03558    0.492406983   -0.114159667   -0.606566650
     1     392    -0.04128     0.08445    -0.03558    0.492406983   -0.119858733   -0.612265716
     1     392     0.04128     0.08445    -0.06993    0.487974222   -0.121967246   -0.609941469
     1     392    -0.04128     0.08445     0.06993    0.487974222   -0.110355763   -0.598329985
     1     392     0.04128     0.08445    -0.03476    0.490100330   -0.105523562   -0.595623892
     1     392    -0.04128     0.08445     0.03476    0.490100330   -0.103217046   -0.593317376
     1     392     0.04128     0.12668     0.00041    0.535924780   -0.076046372   -0.611971151
     1     392    -0.04128     0.12668    -0.00041    0.535924780   -0.055880966   -0.591805745
     1     392     0.04128     0.12668     0.03558    0.535083869   -0.079528676   -0.614612546
     1     392    -0.04128     0.12668    -0.03558    0.535083869   -0.073668261   -0.608752130
     1     392     0.04128     0.12668    -0.06993    0.530223317   -0.071395398   -0.601618715
     1     392    -0.04128     0.12668     0.06993    0.530223317   -0.078456515   -0.608679832
     1     392     0.04128     0.12668    -0.03476    0.531212339   -0.062392042   -0.593604381
     1     392    -0.04128     0.12668     0.03476    0.531212339   -0.069136904   -0.600349243
     1     392     0.04128     0.16890     0.00041    0.573069962   -0.096692216   -0.669762178
     1     392    -0.04128     0.16890    -0.00041    0.573069962   -0.073745965   -0.646815927
     1     392     0.04128     0.16890     0.03558    0.578220387   -0.092467985   -0.670688371
     1     392    -0.04128     0.16890    -0.03558    0.578220387   -0.081002687   -0.659223073
     1     392     0.04128     0.16890    -0.06993    0.577222654   -0.062489030   -0.639711684
     1     392    -0.04128     0.16890     0.06993    0.577222654   -0.073018509   -0.650241164
     1     392     0.04128     0.16890    -0.03476    0.571853558   -0.085151178   -0.657004736
     1     392    -0.04128     0.16890     0.03476    0.571853558   -0.094615160   -0.666468718
     1     392     0.04128     0.21113     0.00041    0.553356294   -0.137105904   -0.690462198
     1     392    -0.04128     0.21113    -0.00041    0.553356294   -0.137112295   -0.690468589
     1     392     0.04128     0.21113     0.03558    0.554995920   -0.125868599   -0.680864519
     1     392    -0.04128     0.21113    -0.03558    0.554995920   -0.125873124   -0.680869044
     1     392     0.04128     0.21113    -0.06993    0.555181223   -0.126095103   -0.681276326
     1     392    -0.04128     0.21113     0.06993    0.555181223   -0.126101114   -0.681282337
     1     392     0.04128     0.21113    -0.03476    0.553485846   -0.145198622   -0.698684468
     1     392    -0.04128     0.21113     0.03476    0.553485846   -0.145197821   -0.698683667
     1     392     0.04128    -0.16890     0.00041    0.573058504   -0.073713776   -0.646772280
     1     392    -0.04128    -0.16890    -0.00041    0.573058504   -0.096618021   -0.669676525
     1     392     0.04128    -0.16890     0.03558    0.578207243   -0.080989439   -0.659196682
     1     392    -0.04128    -0.16890    -0.03558    0.578207243   -0.092472753   -0.670679996
     1     392     0.04128    -0.16890    -0.06993    0.577210285   -0.072991735   -0.650202020
     1     392    -0.04128    -0.16890     0.06993    0.577210285   -0.062476215   -0.639686500
     1     392     0.04128    -0.16890    -0.03476    0.571842765   -0.094596484   -0.666439249
     1     392    -0.04128    -0.16890     0.03476    0.571842765   -0.085151337   -0.656994103
     1     392     0.04128    -0.12668     0.00041    0.535923163   -0.055499863   -0.591423026
     1     392    -0.04128    -0.12668    -0.00041    0.535923163   -0.075676784   -0.611599948
     1     392     0.04128    -0.12668     0.03558    0.535082822   -0.073299821   -0.608382643
     1     392    -0.04128    -0.12668    -0.03558    0.535082822   -0.079172587   -0.614255409
     1     392     0.04128    -0.12668    -0.06993    0.530222099   -0.078101865   -0.608323964
     1     392    -0.04128    -0.12668     0.06993    0.530222099   -0.071013719   -0.601235819
     1     392     0.04128    -0.12668    -0.03476    0.531210629   -0.068755470   -0.599966099
     1     392    -0.04128    -0.12668     0.03476    0.531210629   -0.062041251   -0.593251880
     1     392     0.04128    -0.08445     0.00041    0.494503412   -0.110865506   -0.605368918
     1     392    -0.04128    -0.08445    -0.00041    0.494503412   -0.097306030   -0.591809442
     1     392     0.04128    -0.08445     0.03558    0.492406487   -0.119493491   -0.611899978
     1     392    -0.04128    -0.08445    -0.03558    0.492406487   -0.113782418   -0.606188904
     1     392     0.04128    -0.08445    -0.06993    0.487973659   -0.109961091   -0.597934750
     1     392    -0.04128    -0.08445     0.06993    0.487973659   -0.121605970   -0.609579629
     1     392     0.04128    -0.08445    -0.03476    0.490099650   -0.102784868   -0.592884519
     1     392    -0.04128    -0.08445     0.03476    0.490099650   -0.105122892   -0.595222542
