# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1     410    -0.08255    -0.04223    -0.00082    4.338589282    5.726617142    1.388027860
     1     410     0.08255    -0.04223     0.03599    4.338573449    5.729033678    1.390460229
     1     410    -0.08255    -0.04223    -0.03599    4.338573449    5.685080692    1.346507243
     1     410     0.08255    -0.04223    -0.06952    4.338555423    5.718735667    1.380180245
     1     410    -0.08255    -0.04223     0.06952    4.338555423    5.678298793    1.339743370
     1     410     0.08255    -0.04223    -0.03435    4.338571147    5.668555542    1.329984395
     1     410    -0.08255    -0.04223     0.03435    4.338571147    5.724412434    1.385841287
     1     410     0.12383     0.00000     0.00124    4.600466233    5.650033983    1.049567751
     1     410    -0.12383     0.00000    -0.00124    4.600466233    5.650033983    1.049567751
     1     410     0.12383     0.00000     0.03641    4.601102596    5.657594450    1.056491854
     1     410    -0.12383     0.00000    -0.03641    4.601102596    5.657594450    1.056491854
     1     410     0.12383     0.00000    -0.06910    4.602192847    5.683225821    1.081032974
     1     410    -0.12383     0.00000     0.06910    4.602192847    5.682880664    1.080687817
     1     410     0.12383     0.00000    -0.03393    4.601358933    5.655810121    1.054451188
     1     410    -0.12383     0.00000     0.03393    4.601358933    5.660632587    1.059273654
     1     410     0.12383     0.04223     0.00124    4.564662351    5.912020382    1.347358032
     1     410    -0.12383     0.04223    -0.00124    4.564662351    5.936512387    1.371850036
     1     410     0.12383     0.04223     0.03641    4.564629585    5.897723040    1.333093456
     1     410    -0.12383     0.04223    -0.03641    4.564629585    5.933056316    1.368426732
     1     410     0.12383     0.04223    -0.06910    4.564626254    5.928671653    1.364045400
     1     410    -0.12383     0.04223     0.06910    4.564626254    5.904471837    1.339845583
     1     410     0.12383     0.04223    -0.03393    4.564659127    5.938271622    1.373612496
     1     410    -0.12383     0.04223     0.03393    4.564659127    5.908030595    1.343371468
     1     410     0.12383     0.08445     0.00124    4.431195972    5.749810215    1.318614242
     1     410    -0.12383     0.08445    -0.00124    4.431195972    5.752789634    1.321593661
     1     410     0.12383     0.08445     0.03641    4.431164983    5.753760291    1.322595308
     1     410    -0.12383     0.08445    -0.03641    4.431164983    5.758292689    1.327127706
     1     410     0.12383     0.08445    -0.06910    4.431129650    5.759903892    1.328774242
     1     410    -0.12383     0.08445     0.06910    4.431129650    5.854654911    1.423525261
     1     410     0.12383     0.08445    -0.03393    4.431160716    5.753747015    1.322586299
     1     410    -0.12383     0.08445     0.03393    4.431160716    5.749293484    1.318132767
     1     410     0.12383     0.12668     0.00124    4.365637471    5.687476744    1.321839274
     1     410    -0.12383     0.12668    -0.00124    4.365637471    5.683121574    1.317484103
     1     410     0.12383     0.12668     0.03641    4.365602741    5.693576637    1.327973896
     1     410    -0.12383     0.12668    -0.03641    4.365602741    5.688477054    1.322874313
     1     410     0.12383     0.12668    -0.06910    4.365566943    5.690547751    1.324980808
     1     410    -0.12383     0.12668     0.06910    4.365566943    5.744596436    1.379029493
     1     410     0.12383     0.12668    -0.03393    4.365601262    5.683365961    1.317764699
     1     410    -0.12383     0.12668     0.03393    4.365601262    5.688586757    1.322985495
     1     410     0.12383     0.16890     0.00124    4.373578415    5.750483187    1.376904772
     1     410    -0.12383     0.16890    -0.00124    4.373578415    5.721237128    1.347658713
     1     410     0.12383     0.16890     0.03641    4.373544458    5.746178404    1.372633946
     1     410    -0.12383     0.16890    -0.03641    4.373544458    5.703760231    1.330215773
     1     410     0.12383     0.16890    -0.06910    4.373517262    5.711036388    1.337519126
     1     410    -0.12383     0.16890     0.06910    4.373517262    5.740406401    1.366889139
     1     410     0.12383     0.16890    -0.03393    4.373550921    5.716489137    1.342938216
     1     410    -0.12383     0.16890     0.03393    4.373550921    5.753402660    1.379851739
     1     410     0.12383     0.21113     0.00124    4.359475855    5.721784086    1.362308231
     1     410    -0.12383     0.21113    -0.00124    4.359475855    5.721784086    1.362308231
     1     410     0.12383     0.21113     0.03641    4.359416454    5.721471681    1.362055226
     1     410    -0.12383     0.21113    -0.03641    4.359416454    5.721471681    1.362055226
     1     410     0.12383     0.21113    -0.06910    4.359429453    5.722257078    1.362827625
     1     410    -0.12383     0.21113     0.06910    4.359429453    5.837049552    1.477620099
     1     410     0.12383     0.21113    -0.03393    4.359489000    5.722001391    1.362512391
     1     410    -0.12383     0.21113     0.03393    4.359489000    5.867607929    1.508118929
     1     410     0.12383    -0.16890     0.00124    4.373578415    5.721174270    1.347595856
     1     410    -0.12383    -0.16890    -0.00124    4.373578415    5.750442945    1.376864531
     1     410     0.12383    -0.16890     0.03641    4.373544458    5.703661663    1.330117206
     1     410    -0.12383    -0.16890    -0.03641    4.373544458    5.746157751    1.372613293
     1     410     0.12383    -0.16890    -0.06910    4.373517262    5.740379151    1.366861889
     1     410    -0.12383    -0.16890     0.06910    4.373517262    5.711003425    1.337486163
     1     410     0.12383    -0.16890    -0.03393    4.373550921    5.752484408    1.378933487
     1     410    -0.12383    -0.16890     0.03393    4.373550921    5.716415633    1.342864712
     1     410     0.12383    -0.12668     0.00124    4.365637477    5.682988926    1.317351449
     1     410    -0.12383    -0.12668    -0.00124    4.365637477    5.687313198    1.321675721
     1     410     0.12383    -0.12668     0.03641    4.365602747    5.688309612    1.322706865
     1     410    -0.12383    -0.12668    -0.03641    4.365602747    5.693378282    1.327775535
     1     410     0.12383    -0.12668    -0.06910    4.365566949    5.695019405    1.329452456
     1     410    -0.12383    -0.12668     0.06910    4.365566949    5.797701980    1.432135031
     1     410     0.12383    -0.12668    -0.03393    4.365601268    5.688419436    1.322818168
     1     410    -0.12383    -0.12668     0.03393    4.365601268    5.683231245    1.317629976
     1     410     0.12383    -0.08445     0.00124    4.431195987    5.752628443    1.321432456
     1     410    -0.12383    -0.08445    -0.00124    4.431195987    5.749680203    1.318484216
     1     410     0.12383    -0.08445     0.03641    4.431164998    5.758096069    1.326931071
     1     410    -0.12383    -0.08445    -0.03641    4.431164998    5.753594986    1.322429989
     1     410     0.12383    -0.08445    -0.06910    4.431129665    5.755568847    1.324439182
     1     410    -0.12383    -0.08445     0.06910    4.431129665    5.805741384    1.374611719
     1     410     0.12383    -0.08445    -0.03393    4.431160732    5.749161541    1.318000810
     1     410    -0.12383    -0.08445     0.03393    4.431160732    5.753582104    1.322421372
     1     410     0.12383    -0.04223     0.00124    4.564662367    5.936471255    1.371808888
     1     410    -0.12383    -0.04223    -0.00124    4.564662367    5.911958353    1.347295986
     1     410     0.12383    -0.04223     0.03641    4.564629601    5.933035606    1.368406005
     1     410    -0.12383    -0.04223    -0.03641    4.564629601    5.897625261    1.332995660
     1     410     0.12383    -0.04223    -0.06910    4.564626270    5.904332159    1.339705889
     1     410    -0.12383    -0.04223     0.06910    4.564626270    5.928644483    1.364018213
     1     410     0.12383    -0.04223    -0.03393    4.564659143    5.907958161    1.343299018
     1     410    -0.12383    -0.04223     0.03393    4.564659143    5.939114325    1.374455182
     1     410     0.16511     0.00000     0.00165    4.536367686    5.886706150    1.350338464
     1     410    -0.16511     0.00000    -0.00165    4.536367686    5.886706150    1.350338464
     1     410     0.16511     0.00000     0.03682    4.536449209    5.897147235    1.360698026
     1     410    -0.16511     0.00000    -0.03682    4.536449209    5.898725416    1.362276207
     1     410     0.16511     0.00000    -0.06869    4.536564734    5.887378868    1.350814134
     1     410    -0.16511     0.00000     0.06869    4.536564734    5.887378868    1.350814134
     1     410     0.16511     0.00000    -0.03352    4.536482430    5.877179132    1.340696702
     1     410    -0.16511     0.00000     0.03352    4.536482430    5.877179132    1.340696702
     1     410     0.16511     0.04223     0.00165    4.516119954    5.890802248    1.374682294
     1     410    -0.16511     0.04223    -0.00165    4.516119954    5.850471994    1.334352040
     1     410     0.16511     0.04223     0.03682    4.516179997    5.872443070    1.356263073
     1     410    -0.16511     0.04223    -0.03682    4.516179997    5.888158375    1.371978378
     1     410     0.16511     0.04223    -0.06869    4.516264896    5.853417317    1.337152421
     1     410    -0.16511     0.04223     0.06869    4.516264896    5.892894664    1.376629768
     1     410     0.16511     0.04223    -0.03352    4.516204546    5.871713315    1.355508769
     1     410    -0.16511     0.04223     0.03352    4.516204546    5.854180846    1.337976300
     1     410     0.16511     0.08445     0.00165    4.465598427    5.828181131    1.362582704
     1     410    -0.16511     0.08445    -0.00165    4.465598427    5.805850489    1.340252062
     1     410     0.16511     0.08445     0.03682    4.465615556    5.805148574    1.339533017
     1     410    -0.16511     0.08445    -0.03682    4.465615556    5.809884314    1.344268758
     1     410     0.16511     0.08445    -0.06869    4.465657640    5.817014390    1.351356750
     1     410    -0.16511     0.08445     0.06869    4.465657640    5.842714786    1.377057146
     1     410     0.16511     0.08445    -0.03352    4.465640303    5.841782249    1.376141946
     1     410    -0.16511     0.08445     0.03352    4.465640303    5.832182668    1.366542366
     1     410     0.16511     0.12668     0.00165    4.405085318    5.746587232    1.341501914
     1     410    -0.16511     0.12668    -0.00165    4.405085318    5.767095343    1.362010025
     1     410     0.16511     0.12668     0.03682    4.405065478    5.749292200    1.344226722
     1     410    -0.16511     0.12668    -0.03682    4.405065478    5.746623205    1.341557727
     1     410     0.16511     0.12668    -0.06869    4.405079620    5.779535660    1.374456040
     1     410    -0.16511     0.12668     0.06869    4.405079620    5.755901119    1.350821499
     1     410     0.16511     0.12668    -0.03352    4.405098830    5.771409049    1.366310219
     1     410    -0.16511     0.12668     0.03352    4.405098830    5.780945830    1.375847000
     1     410     0.16511     0.16890     0.00165    4.354013376    5.710352826    1.356339450
     1     410    -0.16511     0.16890    -0.00165    4.354013376    5.699505634    1.345492258
     1     410     0.16511     0.16890     0.03682    4.353967662    5.689327123    1.335359461
     1     410    -0.16511     0.16890    -0.03682    4.353967662    5.692347356    1.338379694
     1     410     0.16511     0.16890    -0.06869    4.353961982    5.694793578    1.340831596
     1     410    -0.16511     0.16890     0.06869    4.353961982    5.712554865    1.358592883
     1     410     0.16511     0.16890    -0.03352    4.354007588    5.707494819    1.353487231
     1     410    -0.16511     0.16890     0.03352    4.354007588    5.692453114    1.338445526
     1     410     0.16511     0.21113     0.00165    4.292593938    5.626878678    1.334284739
     1     410    -0.16511     0.21113    -0.00165    4.292593938    5.626878678    1.334284739
     1     410     0.16511     0.21113     0.03682    4.292526112    5.617707650    1.325181538
     1     410    -0.16511     0.21113    -0.03682    4.292526112    5.618572291    1.326046179
     1     410     0.16511     0.21113    -0.06869    4.292506673    5.631553318    1.339046645
     1     410    -0.16511     0.21113     0.06869    4.292506673    5.631553318    1.339046645
     1     410     0.16511     0.21113    -0.03352    4.292574230    5.637085774    1.344511545
     1     410    -0.16511     0.21113     0.03352    4.292574230    5.637085774    1.344511545
     1     410     0.16511    -0.16890     0.00165    4.354013402    5.699388241    1.345374839
     1     410    -0.16511    -0.16890    -0.00165    4.354013402    5.710330428    1.356317026
     1     410     0.16511    -0.16890     0.03682    4.353967688    5.692333243    1.338365555
     1     410    -0.16511    -0.16890    -0.03682    4.353967688    5.689271654    1.335303965
     1     410     0.16511    -0.16890    -0.06869    4.353962008    5.712531770    1.358569762
     1     410    -0.16511    -0.16890     0.06869    4.353962008    5.694712645    1.340750636
     1     410     0.16511    -0.16890    -0.03352    4.354007615    5.692439068    1.338431454
     1     410    -0.16511    -0.16890     0.03352    4.354007615    5.707474819    1.353467205
     1     410     0.16511    -0.12668     0.00165    4.405085342    5.766887548    1.361802206
     1     410    -0.16511    -0.12668    -0.00165    4.405085342    5.746535021    1.341449680
     1     410     0.16511    -0.12668     0.03682    4.405065502    5.745522582    1.340457080
     1     410    -0.16511    -0.12668    -0.03682    4.405065502    5.749215242    1.344149740
     1     410     0.16511    -0.12668    -0.06869    4.405079644    5.755786101    1.350706458
     1     410    -0.16511    -0.12668     0.06869    4.405079644    5.779264258    1.374184614
     1     410     0.16511    -0.12668    -0.03352    4.405098853    5.780643235    1.375544381
     1     410    -0.16511    -0.12668     0.03352    4.405098853    5.771173925    1.366075072
     1     410     0.16511    -0.08445     0.00165    4.465598451    5.805799144    1.340200693
     1     410    -0.16511    -0.08445    -0.00165    4.465598451    5.827975239    1.362376788
     1     410     0.16511    -0.08445     0.03682    4.465615581    5.809808285    1.344192704
     1     410    -0.16511    -0.08445    -0.03682    4.465615581    5.806302649    1.340687068
     1     410     0.16511    -0.08445    -0.06869    4.465657664    5.842443208    1.376785544
     1     410    -0.16511    -0.08445     0.06869    4.465657664    5.816899763    1.351242100
     1     410     0.16511    -0.08445    -0.03352    4.465640326    5.831949683    1.366309357
     1     410    -0.16511    -0.08445     0.03352    4.465640326    5.841482246    1.375841919
     1     410     0.16511    -0.04223     0.00165    4.516119976    5.850452730    1.334332754
     1     410    -0.16511    -0.04223    -0.00165    4.516119976    5.890688755    1.374568779
     1     410     0.16511    -0.04223     0.03682    4.516180019    5.888104254    1.371924235
     1     410    -0.16511    -0.04223    -0.03682    4.516180019    5.872430325    1.356250307
     1     410     0.16511    -0.04223    -0.06869    4.516264917    5.892814424    1.376549507
     1     410    -0.16511    -0.04223     0.06869    4.516264917    5.853397338    1.337132421
     1     410     0.16511    -0.04223    -0.03352    4.516204567    5.854163552    1.337958985
     1     410    -0.16511    -0.04223     0.03352    4.516204567    5.871700631    1.355496064
     1     410     0.20638     0.00000     0.00206    4.218731469    5.582529291    1.363797822
     1     410    -0.20638     0.00000     0.03311    4.218777207    5.582983468    1.364206261
     1     410     0.20638     0.00000    -0.03311    4.218777207    5.582983468    1.364206261
     1     410    -0.20638     0.00000     0.06828    4.218776957    5.584114269    1.365337313
     1     410     0.20638     0.04223     0.00206    4.208971016    5.567939413    1.358968397
     1     410    -0.20638     0.04223     0.03311    4.209008113    5.562582394    1.353574281
     1     410     0.20638     0.04223    -0.03311    4.209008113    5.573560690    1.364552577
     1     410    -0.20638     0.04223     0.06828    4.209001794    5.567494524    1.358492730
     1     410     0.20638     0.08445     0.00206    4.188582463    5.526444850    1.337862386
     1     410    -0.20638     0.08445     0.03311    4.188598365    5.526689566    1.338091201
     1     410     0.20638     0.08445    -0.03311    4.188598365    5.527093525    1.338495160
     1     410    -0.20638     0.08445     0.06828    4.188576768    5.528201532    1.339624764
     1     410     0.20638     0.12668     0.00206    4.178874752    5.515688742    1.336813990
     1     410    -0.20638     0.12668     0.03311    4.178866164    5.516042861    1.337176697
     1     410     0.20638     0.12668    -0.03311    4.178866164    5.516112967    1.337246803
     1     410     0.20638     0.12668    -0.06828    4.178826678    5.516791738    1.337965060
     1     410     0.20638     0.16890     0.00206    4.203967798    5.531768567    1.327800768
     1     410    -0.20638     0.16890     0.03311    4.203938066    5.528579205    1.324641139
     1     410     0.20638     0.16890    -0.03311    4.203938066    5.535973586    1.332035520
     1     410    -0.20638     0.16890     0.06828    4.203886026    5.534389758    1.330503732
     1     410     0.20638     0.21113     0.00206    4.282090776    5.602174381    1.320083605
     1     410    -0.20638     0.21113     0.03311    4.282010260    5.602449892    1.320439632
     1     410     0.20638     0.21113    -0.03311    4.282010260    5.602449892    1.320439632
     1     410    -0.20638     0.21113     0.06828    4.281991450    5.603503581    1.321512132
     1     410     0.20638    -0.16890     0.00206    4.203967798    5.531756317    1.327788518
     1     410    -0.20638    -0.16890     0.03311    4.203938080    5.535952646    1.332014566
     1     410     0.20638    -0.16890    -0.03311    4.203938080    5.528575432    1.324637353
     1     410    -0.20638    -0.16890     0.06828    4.203886026    5.534475212    1.330589186
     1     410     0.20638    -0.12668     0.00206    4.178874752    5.515648964    1.336774212
     1     410    -0.20638    -0.12668     0.03311    4.178866176    5.516073365    1.337207189
     1     410     0.20638    -0.12668    -0.03311    4.178866176    5.516003716    1.337137540
     1     410     0.20638    -0.12668    -0.06828    4.178826678    5.516861958    1.338035280
     1     410     0.20638    -0.08445     0.00206    4.188582463    5.526405084    1.337822620
     1     410    -0.20638    -0.08445     0.03311    4.188598375    5.527054317    1.338455942
     1     410     0.20638    -0.08445    -0.03311    4.188598375    5.526649916    1.338051541
     1     410    -0.20638    -0.08445     0.06828    4.188576768    5.528017861    1.339441093
     1     410     0.20638    -0.04223     0.00206    4.208971016    5.567927254    1.358956238
     1     410    -0.20638    -0.04223     0.03311    4.209008119    5.573556919    1.364548800
     1     410     0.20638    -0.04223    -0.03311    4.209008119    5.562561505    1.353553386
     1     410    -0.20638    -0.04223     0.06828    4.209001794    5.567281869    1.358280075
     1     411     0.00000     0.00000     0.00000    4.388078836    5.400785931    1.012707095
     1     411     0.00000     0.00000     0.03517    4.388642779    5.405795338    1.017152560
     1     411     0.00000     0.00000    -0.03517    4.388642779    5.405795339    1.017152560
     1     411     0.00000     0.00000     0.07034    4.389984414    5.421978050    1.031993636
     1     411     0.00000     0.04223     0.00000    4.410324626    5.435084209    1.024759582
     1     411     0.00000     0.04223     0.03517    4.411076129    5.449174792    1.038098663
     1     411     0.00000     0.04223    -0.03517    4.411076129    5.432880043    1.021803914
     1     411     0.00000     0.04223     0.07034    4.412313366    5.461421383    1.049108016
     1     411     0.00000     0.08445     0.00000    4.474730704    5.520621339    1.045890634
     1     411     0.00000     0.08445     0.03517    4.475503977    5.527727671    1.052223694
     1     411     0.00000     0.08445    -0.03517    4.475503977    5.527383022    1.051879045
     1     411     0.00000     0.08445     0.07034    4.476899329    5.548500816    1.071601487
     1     411     0.00000     0.12668     0.00000    4.573317329    5.621972050    1.048654721
     1     411     0.00000     0.12668     0.03517    4.573758378    5.629130923    1.055372545
     1     411     0.00000     0.12668    -0.03517    4.573758378    5.628285859    1.054527481
     1     411     0.00000     0.12668     0.07034    4.575601268    5.650361324    1.074760056
     1     411     0.00000     0.16890     0.00000    4.682637719    5.883821722    1.201184003
     1     411     0.00000     0.16890     0.03517    4.680321499    5.903552070    1.223230571
     1     411     0.00000     0.16890    -0.03517    4.680321499    5.857794935    1.177473436
     1     411     0.00000     0.16890     0.07034    4.680217078    5.887707935    1.207490857
     1     411     0.00000     0.21113     0.00000    4.627280654    6.036486495    1.409205841
     1     411     0.00000     0.21113     0.03517    4.627035682    6.034571359    1.407535677
     1     411     0.00000     0.21113    -0.03517    4.627035682    6.034571359    1.407535677
     1     411     0.00000     0.21113     0.07034    4.626794709    6.031556252    1.404761543
     1     411     0.00000    -0.16890     0.00000    4.682637719    5.883834150    1.201196431
     1     411     0.00000    -0.16890     0.03517    4.680322075    5.857814300    1.177492225
     1     411     0.00000    -0.16890    -0.03517    4.680322075    5.903555453    1.223233378
     1     411     0.00000    -0.16890     0.07034    4.680217078    5.887701685    1.207484607
     1     411     0.00000    -0.12668     0.00000    4.573317329    5.622122237    1.048804908
     1     411     0.00000    -0.12668     0.03517    4.573758302    5.628426107    1.054667805
     1     411     0.00000    -0.12668    -0.03517    4.573758302    5.629269573    1.055511271
     1     411     0.00000    -0.12668     0.07034    4.575601268    5.650466417    1.074865149
     1     411     0.00000    -0.08445     0.00000    4.474730704    5.520771871    1.046041167
     1     411     0.00000    -0.08445     0.03517    4.475503894    5.527521379    1.052017484
     1     411     0.00000    -0.08445    -0.03517    4.475503894    5.527867611    1.052363717
     1     411     0.00000    -0.08445     0.07034    4.476899329    5.548607000    1.071707671
     1     411     0.00000    -0.04223     0.00000    4.410324626    5.435130286    1.024805660
     1     411     0.00000    -0.04223     0.03517    4.411076081    5.432893366    1.021817285
     1     411     0.00000    -0.04223    -0.03517    4.411076081    5.449248405    1.038172324
     1     411     0.00000    -0.04223     0.07034    4.412313366    5.461462890    1.049149523
     1     411     0.04128     0.00000     0.00041    4.413472248    5.437439672    1.023967424
     1     411    -0.04128     0.00000    -0.00041    4.413472248    5.437439673    1.023967425
     1     411     0.04128     0.00000     0.03558    4.413934827    5.779871757    1.365936930
     1     411    -0.04128     0.00000    -0.03558    4.413934827    5.779871758    1.365936931
     1     411     0.04128     0.00000    -0.06993    4.413924965    5.770999698    1.357074733
     1     411    -0.04128     0.00000     0.06993    4.413924965    5.770999699    1.357074734
     1     411     0.04128     0.00000    -0.03476    4.413921991    5.753619789    1.339697798
     1     411    -0.04128     0.00000     0.03476    4.413921991    5.753628987    1.339706996
     1     411     0.04128     0.04223     0.00041    4.435236659    5.483533455    1.048296796
     1     411    -0.04128     0.04223    -0.00041    4.435236659    5.479007565    1.043770907
     1     411     0.04128     0.04223     0.03558    4.436046480    5.486688991    1.050642512
     1     411    -0.04128     0.04223    -0.03558    4.436046480    5.470600462    1.034553983
     1     411     0.04128     0.04223    -0.06993    4.437217505    5.491390098    1.054172592
     1     411    -0.04128     0.04223     0.06993    4.437217505    5.512003157    1.074785651
     1     411     0.04128     0.04223    -0.03476    4.436013333    5.468956095    1.032942761
     1     411    -0.04128     0.04223     0.03476    4.436013333    5.470049820    1.034036487
     1     411     0.04128     0.08445     0.00041    4.497561102    5.546800753    1.049239652
     1     411    -0.04128     0.08445    -0.00041    4.497561102    5.569607816    1.072046715
     1     411     0.04128     0.08445     0.03558    4.498455724    5.577618111    1.079162387
     1     411    -0.04128     0.08445    -0.03558    4.498455724    5.586194678    1.087738954
     1     411     0.04128     0.08445    -0.06993    4.499678177    5.602015324    1.102337147
     1     411    -0.04128     0.08445     0.06993    4.499678177    5.583764666    1.084086489
     1     411     0.04128     0.08445    -0.03476    4.498058251    5.556516010    1.058457759
     1     411    -0.04128     0.08445     0.03476    4.498058251    5.551771596    1.053713345
     1     411     0.04128     0.12668     0.00041    4.592197244    5.666849277    1.074652033
     1     411    -0.04128     0.12668    -0.00041    4.592197244    5.646987669    1.054790425
     1     411     0.04128     0.12668     0.03558    4.593046044    5.681314731    1.088268688
     1     411    -0.04128     0.12668    -0.03558    4.593046044    5.672742788    1.079696744
     1     411     0.04128     0.12668    -0.06993    4.594229496    5.682647797    1.088418301
     1     411    -0.04128     0.12668     0.06993    4.594229496    5.709436678    1.115207182
     1     411     0.04128     0.12668    -0.03476    4.591836693    5.651966175    1.060129481
     1     411    -0.04128     0.12668     0.03476    4.591836693    5.652493060    1.060656366
     1     411     0.04128     0.16890     0.00041    4.682159637    5.978314833    1.296155196
     1     411    -0.04128     0.16890    -0.00041    4.682159637    5.941095355    1.258935718
     1     411     0.04128     0.16890     0.03558    4.681584316    5.972352645    1.290768329
     1     411    -0.04128     0.16890    -0.03558    4.681584316    5.943067349    1.261483033
     1     411     0.04128     0.16890    -0.06993    4.678084690    5.942634871    1.264550181
     1     411    -0.04128     0.16890     0.06993    4.678084690    5.984322582    1.306237892
     1     411     0.04128     0.16890    -0.03476    4.677746796    5.964837036    1.287090240
     1     411    -0.04128     0.16890     0.03476    4.677746796    5.976168365    1.298421569
     1     411     0.04128     0.21113     0.00041    4.608377459    6.013400477    1.405023019
     1     411    -0.04128     0.21113    -0.00041    4.608377459    6.013400468    1.405023009
     1     411     0.04128     0.21113     0.03558    4.608232261    6.005913439    1.397681178
     1     411    -0.04128     0.21113    -0.03558    4.608232261    6.005913373    1.397681112
     1     411     0.04128     0.21113    -0.06993    4.608030207    6.008059994    1.400029787
     1     411    -0.04128     0.21113     0.06993    4.608030207    6.008059905    1.400029697
     1     411     0.04128     0.21113    -0.03476    4.608174718    6.019303618    1.411128901
     1     411    -0.04128     0.21113     0.03476    4.608174718    6.020415618    1.412240901
     1     411     0.04128    -0.16890     0.00041    4.682161082    5.941071694    1.258910612
     1     411    -0.04128    -0.16890    -0.00041    4.682161082    5.978287059    1.296125977
     1     411     0.04128    -0.16890     0.03558    4.681586131    5.943049023    1.261462892
     1     411    -0.04128    -0.16890    -0.03558    4.681586131    5.972351687    1.290765556
     1     411     0.04128    -0.16890    -0.06993    4.678086103    5.984280529    1.306194427
     1     411    -0.04128    -0.16890     0.06993    4.678086103    5.942590701    1.264504598
     1     411     0.04128    -0.16890    -0.03476    4.677748018    5.976158498    1.298410481
     1     411    -0.04128    -0.16890     0.03476    4.677748018    5.964833071    1.287085053
     1     411     0.04128    -0.12668     0.00041    4.592200183    5.647132807    1.054932624
     1     411    -0.04128    -0.12668    -0.00041    4.592200183    5.666965137    1.074764954
     1     411     0.04128    -0.12668     0.03558    4.593048901    5.672849468    1.079800567
     1     411    -0.04128    -0.12668    -0.03558    4.593048901    5.681409090    1.088360189
     1     411     0.04128    -0.12668    -0.06993    4.594232623    5.709478909    1.115246286
     1     411    -0.04128    -0.12668     0.06993    4.594232623    5.682731229    1.088498606
     1     411     0.04128    -0.12668    -0.03476    4.591839757    5.652627710    1.060787953
     1     411    -0.04128    -0.12668     0.03476    4.591839757    5.652107702    1.060267944
     1     411     0.04128    -0.08445     0.00041    4.497562775    5.569720209    1.072157433
     1     411    -0.04128    -0.08445    -0.00041    4.497562775    5.546947629    1.049384854
     1     411     0.04128    -0.08445     0.03558    4.498457346    5.586279116    1.087821770
     1     411    -0.04128    -0.08445    -0.03558    4.498457346    5.577717534    1.079260188
     1     411     0.04128    -0.08445    -0.06993    4.499679899    5.583860012    1.084180113
     1     411    -0.04128    -0.08445     0.06993    4.499679899    5.602074483    1.102394584
     1     411     0.04128    -0.08445    -0.03476    4.498060079    5.551950928    1.053890849
     1     411    -0.04128    -0.08445     0.03476    4.498060079    5.556652736    1.058592657
     1     411     0.04128    -0.04223     0.00041    4.435237389    5.479027295    1.043789906
     1     411    -0.04128    -0.04223    -0.00041    4.435237389    5.483607282    1.048369893
     1     411     0.04128    -0.04223     0.03558    4.436047208    5.470628719    1.034581511
     1     411    -0.04128    -0.04223    -0.03558    4.436047208    5.486750036    1.050702828
     1     411     0.04128    -0.04223    -0.06993    4.437218233    5.512056893    1.074838660
     1     411    -0.04128    -0.04223     0.06993    4.437218233    5.491398021    1.054179788
     1     411     0.04128    -0.04223    -0.03476    4.436014146    5.470078587    1.034064441
     1     411    -0.04128    -0.04223     0.03476    4.436014146    5.468966150    1.032952004
     1     411     0.08255     0.00000     0.00082    4.487299437    5.533924028    1.046624591
     1     411    -0.08255     0.00000    -0.00082    4.487299437    5.533924028    1.046624591
     1     411     0.08255     0.00000     0.03599    4.488103581    5.539163064    1.051059482
     1     411    -0.08255     0.00000    -0.03599    4.488103581    5.543383540    1.055279959
     1     411     0.08255     0.00000    -0.06952    4.489081151    5.555167942    1.066086791
     1     411    -0.08255     0.00000     0.06952    4.489081151    5.567377707    1.078296556
     1     411     0.08255     0.00000    -0.03435    4.488131300    5.538187044    1.050055744
     1     411    -0.08255     0.00000     0.03435    4.488131300    5.538187044    1.050055744
     1     411     0.08255     0.04223     0.00082    4.506894519    5.557686794    1.050792275
     1     411    -0.08255     0.04223    -0.00082    4.506894519    5.585217973    1.078323454
     1     411     0.08255     0.04223     0.03599    4.507736220    5.591812223    1.084076003
     1     411    -0.08255     0.04223    -0.03599    4.507736220    5.561229286    1.053493066
     1     411     0.08255     0.04223    -0.06952    4.508783422    5.618610281    1.109826859
     1     411    -0.08255     0.04223     0.06952    4.508783422    5.590254116    1.081470694
     1     411     0.08255     0.04223    -0.03435    4.507564813    5.567703047    1.060138234
     1     411    -0.08255     0.04223     0.03435    4.507564813    5.609421783    1.101856970
     1     411     0.08255     0.08445     0.00082    4.562309462    5.665682160    1.103372699
     1     411    -0.08255     0.08445    -0.00082    4.562309462    5.667481066    1.105171605
     1     411     0.08255     0.08445     0.03599    4.563436052    5.667280113    1.103844061
     1     411    -0.08255     0.08445    -0.03599    4.563436052    5.664094040    1.100657988
     1     411     0.08255     0.08445    -0.06952    4.564114685    5.703115634    1.139000949
     1     411    -0.08255     0.08445     0.06952    4.564114685    5.691783104    1.127668420
     1     411     0.08255     0.08445    -0.03435    4.562172227    5.659371213    1.097198986
     1     411    -0.08255     0.08445     0.03435    4.562172227    5.662757286    1.100585059
     1     411     0.08255     0.12668     0.00082    4.642927569    5.742710325    1.099782756
     1     411    -0.08255     0.12668    -0.00082    4.642927569    5.743326608    1.100399039
     1     411     0.08255     0.12668     0.03599    4.644811866    5.739111300    1.094299434
